# Type | Modules affected | vulnerability title | version ini | version end | other version | vulnerability description | url reference (url1 uel2 ... url3)
Core||Multiple XSS/CSRF Vulnerability|1.5.9|1.5.9||A series of XSS and CSRF faults exist in the administrator application. Affected administrator components include com_admin, com_media, com_search. Both com_admin and com_search contain XSS vulnerabilities, and com_media contains 2 CSRF vulnerabilities.|
Component|com_bsqsitestats|BSQ Sitestats Joomla Component Multiple Input Validation Vulnerabilities|x.x.x|x.x.x|Joomla BSQ Sitestats 1.8|BSQ Sitestats is prone to multiple input-validation vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to steal cookie-based authentication credentials, compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database implementation; other attacks are possible.|http://www.securityfocus.com/bid/20267/
Component|com_bsqsitestats|BSQ Sitestats Joomla Component HTML Injection and SQL Injection Vulnerabilities|x.x.x|x.x.x|Joomla BSQ Sitestats <= 2.2.1|BSQ Sitestats is prone to multiple input-validation vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to steal cookie-based authentication credentials, control how the site is rendered to the user, access or modify data, or exploit latent vulnerabilities in the underlying database implementation. Other attacks are also possible.|http://www.securityfocus.com/bid/20614/
Component|com_jce|JCE Admin Component for Joomla Multiple Local File-Include Vulnerabilities|x.x.x|x.x.x|Joomla JCE Admin <= 1.1 beta 2|JCE Admin Component for Joomla is prone to multiple local file-include vulnerabilities because it fails to sufficiently sanitize user-supplied data.Successful exploits may allow remote attackers to view arbitrary files and to execute local scripts in the context of the webserver process. Other attacks may also possible.|http://www.securityfocus.com/bid/21491/
Component|com_jce|JCE Admin Component for Joomla Multiple Cross Site Scripting Vulnerabilities|x.x.x|x.x.x|Joomla JCE Admin <= 1.1 beta 2|JCE Admin Component is prone to multiple cross-site scripting vulnerabilities because the application fails to sufficiently sanitize user-supplied input.An attacker can exploit these issues to steal cookie-based authentication credentials and launch other attacks.|http://www.securityfocus.com/bid/21496/
Core||BE IT EasyPartner Joomla! Component Remote File Include Vulnerabilities|1.0.0|1.0.11||Joomla! is prone to an unspecified cross-site scripting vulnerability and multiple unspecified vulnerabilities.An attacker could likely exploit these vulnerabilities to access or modify sensitive information or to execute script code in the browser of an unsuspecting user; other attacks may also be possible.An attacker can leverage a cross-site scripting vulnerability to have arbitrary script code execute in the context of the affected site. A successful exploit will allow the attacker to steal cookie-based authentication credentials that can aid in further attacks; other attacks are also possible.|http://www.securityfocus.com/bid/21810/
Core||CMS Multiple SQL Injection Vulnerabilities|1.5.0|1.5.0||Joomla CMS is prone to multiple SQL-injection vulnerabilities because the application fails to properly sanitize user-supplied input before using it in an SQL query.A successful exploit could allow an attacker to compromise the application, access or modify data, or exploit vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/22122/
Component|com_virtuemart|VirtueMart Joomla ECommerce Edition Multiple Input Validation Vulnerabilities|x.x.x|x.x.x|VirtueMart Joomla eCommerce Edition 1.0.7|VirtueMart Joomla eCommerce Edition is prone to multiple input-validation vulnerabilities because the application fails to properly sanitize user-supplied input.Exploiting these issues could allow an attacker to steal cookie-based authentication credentials, compromise the application, obtain sensitive information, access or modify data, or exploit latent vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/22123/
Component|com_countries|'com_countries' Component 'locat' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_countries|The 'com_countries' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37561/
Component|com_remository|'com_remository' Component Arbitrary File Upload Vulnerability|x.x.x|x.x.x|com_remository|The 'com_remository' component for Joomla! is prone to a vulnerability that lets attackers upload arbitrary files because the application fails to adequately sanitize user-supplied input.An attacker can exploit this vulnerability to upload arbitrary code and run it in the context of the webserver process. This may facilitate unauthorized access or privilege escalation; other attacks are also possible.|http://www.securityfocus.com/bid/42794/
Component|com_remository|'com_remository' Component Multiple SQL Injection Vulnerabilities|x.x.x|x.x.x|com_remository|The 'com_remository' component for Joomla! is prone to multiple SQL-injection vulnerabilities because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting these issues could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/42658/
Core||'return' Parameter Open Redirection Vulnerability|1.0.0|1.0.15||Joomla! is prone to an open-redirection vulnerability because the application fails to properly sanitize user-supplied input.A successful exploit may aid in phishing attacks; other attacks are possible.|http://www.securityfocus.com/bid/42629/
Core||'return' Parameter Open Redirection Vulnerability|1.5.0|1.5.0||Joomla! is prone to an open-redirection vulnerability because the application fails to properly sanitize user-supplied input.A successful exploit may aid in phishing attacks; other attacks are possible.|http://www.securityfocus.com/bid/42629/
Component|com_fabrik|'com_fabrik' Component 'tableid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_fabrik|The 'com_fabrik' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/42605/
Component|com_gantry|Gantry Framework 3.0.10 (Joomla) Blind SQL Injection Exploit|x.x.x|x.x.x|com_gantry|Gantry Framework 3.0.10 (Joomla) Blind SQL Injection Exploit|http://www.exploit-db.com/exploits/14911/
Component|com_clantools|Joomla Component Clantools version 1.2.3 Multiple Blind SQL Injection Vulnerability|x.x.x|x.x.x|com_clantools|Joomla Component Clantools version 1.2.3 Multiple Blind SQL Injection Vulnerability|http://www.exploit-db.com/exploits/14902/
Component|com_clantools|Joomla Component Clantools version 1.5 Blind SQL Injection Vulnerability|x.x.x|x.x.x|com_clantools|Joomla Component Clantools version 1.5 Blind SQL Injection Vulnerability|http://www.exploit-db.com/exploits/14901/
Component|com_magazine_3_0_1|iJoomla Magazine 3.0.1 Remote File Inclusion Vulnerability|x.x.x|x.x.x|com_magazine_3_0_1|iJoomla Magazine 3.0.1 Remote File Inclusion Vulnerability|http://www.exploit-db.com/exploits/14896/
Component|com_jefaqpro|Joomla Component (com_jefaqpro) Multiple Blind SQL Injection Vulnerabilities|x.x.x|x.x.x|com_jefaqpro|Joomla Component (com_jefaqpro) Multiple Blind SQL Injection Vulnerabilities|http://www.exploit-db.com/exploits/14846/
Component|com_picsell|Joomla Component (com_picsell) Local File Disclosure Vulnerability|x.x.x|x.x.x|com_picsell|Joomla Component (com_picsell) Local File Disclosure Vulnerability|http://www.exploit-db.com/exploits/14845/
Component|com_remository|Joomla Component (com_remository) Remote Upload File|x.x.x|x.x.x|com_remository|Joomla Component (com_remository) Remote Upload File|http://www.exploit-db.com/exploits/14811/
Core||Joomla 1.5 URL Redirecting Vulnerability|1.5.0|1.5.0||Joomla 1.5 URL Redirecting Vulnerability|http://www.exploit-db.com/exploits/14722/
Component|com_zoomportfolio|Joomla Component (com_zoomportfolio) SQL Injection Vulnerability|x.x.x|x.x.x|com_zoomportfolio|Joomla Component (com_zoomportfolio) SQL Injection Vulnerability|http://www.exploit-db.com/exploits/14718/
